707	Enchanted April (1991)	Drama
708	Sex Lies and Videotape (1989)	Drama
709	Strictly Ballroom (1992)	Drama
710	Better Off Dead (1985)	Komedi
711	The Substance of Fire (1996)	Drama
712	Tin Men (1987)	Komedi
713	Othello (1995)	Drama
714	Carrington (1995)	Drama
715	To Die For (1995)	Suç
716	Home for the Holidays (1995)	Komedi
717	The Juror (1996)	Drama
718	In the Bleak Midwinter (1995)	Komedi
719	Canadian Bacon (1994)	Komedi
720	First Knight (1995)	Aksiyon
721	Mallrats (1995)	Komedi
722	Nine Months (1995)	Komedi
723	Boys on the Side (1995)	Drama
724	Circle of Friends (1995)	Drama
725	Exit to Eden (1994)	Drama
726	Fluke (1995)	Drama
727	Immortal Beloved (1994)	Drama
728	Junior (1994)	Komedi
729	Nell (1994)	Drama
730	Queen Margot (1994)	Drama
731	Corrina (1994)	Drama
732	Dave (1993)	Komedi
733	Go Fish (1994)	Drama
734	Made in America (1993)	Komedi
735	Philadelphia (1993)	Drama
736	Shadowlands (1993)	Drama
737	Sirens (1994)	Drama
738	Threesome (1994)	Drama
739	Pretty Woman (1990)	Romantik
740	Jane Eyre (1996)	Drama
741	The Last Supper (1995)	Suç
742	Ransom (1996)	Aksiyon
743	The Crow City of Angels (1996)	Aksiyon
744	Michael Collins (1996)	Drama
745	The Ruling Class (1972)	Drama
746	Real Genius (1985)	Komedi
747	Benny & Joon (1993)	Drama
748	The Saint (1997)	Aksiyon
749	The MatchMaker (1997)	Komedi
750	Amistad (1997)	Drama
751	Tomorrow Never Dies (1997)	Aksiyon
752	The Replacement Killers (1998)	Aksiyon
753	Burnt By the Sun (1994)	Drama
754	Red Corner (1997)	Drama
755	Jumanji (1995)	Aksiyon
756	Father of the Bride Part II (1995)	Komedi
757	Across the Sea of Time (1995)	Drama
758	Lawnmower Man 2 Beyond Cyberspace (1996)	Bilim Kurgu
759	Fair Game (1995)	Aksiyon
760	Screamers (1995)	Bilim Kurgu
761	Nick of Time (1995)	Aksiyon
762	Beautiful Girls (1996)	Drama
763	Happy Gilmore (1996)	Komedi
764	If Lucy Fell (1996)	Komedi
765	Boomerang (1992)	Komedi
766	Man of the Year (1995)	Drama
767	The Addiction (1995)	Drama
768	Casper (1995)	Komedi
769	Congo (1995)	Aksiyon
770	Devil in a Blue Dress (1995)	Suç
771	Johnny Mnemonic (1995)	Aksiyon
772	Kids (1995)	Drama
773	Mute Witness (1994)	Korku
774	The Prophecy (1995)	Korku
775	Something to Talk About (1995)	Komedi
776	Three Wishes (1995)	Drama
777	Castle Freak (1995)	Korku
778	Don Juan DeMarco (1995)	Drama
779	Drop Zone (1994)	Aksiyon
780	Dumb & Dumber (1994)	Komedi
781	French Kiss (1995)	Romantik
782	Little Odessa (1994)	Suç
783	Milk Money (1994)	Komedi
784	Beyond Bedlam (1993)	Korku
785	Only You (1994)	Drama
786	The Perez Family (1995)	Drama
787	Roommates (1995)	Drama
788	Relative Fear (1994)	Korku
789	Swimming with Sharks (1995)	Komedi
790	Tommy Boy (1995)	Komedi
791	The Baby-Sitters Club (1995)	Drama
792	Bullets Over Broadway (1994)	Komedi
793	Crooklyn (1994)	Drama
794	It Could Happen to You (1994)	Komedi
795	Richie Rich (1994)	Komedi
796	Speechless (1994)	Komedi
797	Timecop (1994)	Aksiyon
798	Bad Company (1995)	Aksiyon
799	Boys Life (1995)	Drama
800	In the Mouth of Madness (1995)	Korku
801	The Air Up There (1994)	Komedi
802	Hard Target (1993)	Aksiyon
803	Heaven & Earth (1993)	Drama
804	Jimmy Hollywood (1994)	Komedi
805	Manhattan Murder Mystery (1993)	Drama
806	Menace II Society (1993)	Drama
807	Poetic Justice (1993)	Drama
808	The Program (1993)	Drama
809	Rising Sun (1993)	Drama
810	The Shadow (1994)	Aksiyon
811	Thirty-Two Short Films About Glenn Gould (1993)	Drama
812	Andre (1994)	Aile
813	The Celluloid Closet (1995)	Belgesel
814	A Great Day in Harlem (1994)	Belgesel
815	One Fine Day (1996)	Komedi
816	Candyman Farewell to the Flesh (1995)	Korku
817	Frisk (1995)	Drama
818	Girl 6 (1996)	Drama
819	Eddie (1996)	Komedi
820	Space Jam (1996)	Animasyon
821	Mrs Winterbourne (1996)	Romantik
822	Faces (1968)	Drama
823	Mulholland Falls (1996)	Drama
824	The Great White Hype (1996)	Komedi
825	The Arrival (1996)	Drama
826	The Phantom (1996)	Aksiyon
827	Daylight (1996)	Aksiyon
828	Alaska (1996)	Macera
829	Fled (1996)	Aksiyon
830	Power 98 (1995)	Drama
831	Escape from LA (1996)	Aksiyon
832	Bogus (1996)	Drama
833	Bulletproof (1996)	Aksiyon
834	Halloween The Curse of Michael Myers (1995)	Korku
835	The Gay Divorcee (1934)	Müzikal
836	Ninotchka (1939)	Komedi
837	Meet John Doe (1941)	Drama
838	In the Line of Duty 2 (1987)	Aksiyon
839	Loch Ness (1995)	Drama
840	Last Man Standing (1996)	Aksiyon
841	The Glimmer Man (1996)	Aksiyon
842	Pollyanna (1960)	Drama
843	The Shaggy Dog (1959)	Komedi
844	Freeway (1996)	Suç
845	That Thing You Do (1996)	Komedi
846	To Gillian on Her 37th Birthday (1996)	Drama
847	Looking for Richard (1996)	Belgesel
848	My Sweet Murder (1944)	Suç
849	Days of Thunder (1990)	Aksiyon
850	A Perfect Candidate (1996)	Belgesel
851	Two or Three Things I Know About Her (1966)	Drama
852	The Bloody Child (1996)	Korku
853	Braindead (1992)	Komedi
854	Bad Taste (1987)	Komedi
855	Diva (1981)	Drama
856	Night on Earth (1991)	Drama
857	Paris Was a Woman (1995)	Belgesel
858	Amityville Dollhouse (1996)	Korku
859	April Fools Day (1986)	Korku
860	The Believers (1987)	Korku
861	Nosferatu a Venezia (1986)	Korku
862	Jingle All the Way (1996)	Komedi
863	The Garden of Finzi-Contini (1970)	Drama
864	My Fellow Americans (1996)	Komedi
865	The Ice Storm (1997)	Drama
866	Michael (1996)	Drama
867	The Whole Wide World (1996)	Drama
868	Hearts and Minds (1996)	Belgesel
869	Fools Rush In (1997)	Komedi
870	Touch (1997)	Aksiyon
871	Vegas Vacation (1997)	Komedi
872	Love Jones (1997)	Drama
873	Picture Perfect (1997)	Komedi
874	Career Girls (1997)	Drama
875	Shes So Lovely (1997)	Drama
876	Money Talks (1997)	Aksiyon
877	Excess Baggage (1997)	Aksiyon
878	That Darn Cat (1997)	Aile
879	The Peacemaker (1997)	Aksiyon
880	Soul Food (1997)	Drama
881	Money Talks (1997)	Aksiyon
882	Washington Square (1997)	Drama
883	Telling Lies in America (1997)	Drama
884	Year of the Horse (1997)	Belgesel
885	Phantoms (1998)	Korku
886	A Life Less Ordinary (1997)	Komedi
887	Eves Bayou (1997)	Drama
888	One Night Stand (1997)	Drama
889	The Tango Lesson (1997)	Drama
890	Mortal Kombat Annihilation (1997)	Aksiyon
891	Bent (1997)	Drama
892	Flubber (1997)	Komedi
893	For Richer or Poorer (1997)	Komedi
894	Home Alone 3 (1997)	Komedi
895	Scream 2 (1997)	Korku
896	The Sweet Hereafter (1997)	Drama
897	Time Tracers (1995)	Bilim Kurgu
898	The Postman (1997)	Aksiyon
899	The Winter Guest (1997)	Drama
900	Kundun (1997)	Biyografi
901	Mr Magoo (1997)	Komedi
902	The Big Lebowski (1998)	Suç
903	Afterglow (1997)	Drama
904	My Life in Pink (1997)	Drama
905	Great Expectations (1998)	Drama
906	Oscar & Lucinda (1997)	Drama
907	Vermin (1998)	Komedi
908	Half Baked (1998)	Komedi
909	Dangerous Beauty (1998)	Drama
910	Nil By Mouth (1997)	Drama
911	Twilight (1998)	Drama
912	US Marshalls (1998)	Aksiyon
913	Love and Death on Long Island (1997)	Drama
914	Wild Things (1998)	Suç
915	Primary Colors (1998)	Drama
916	Lost in Space (1998)	Aksiyon
917	Mercury Rising (1998)	Aksiyon
918	City of Angels (1998)	Drama
919	The City of Lost Children (1995)	Fantastik
920	Two Bits (1995)	Drama
921	Farewell My Concubine (1993)	Drama
922	Dead Man (1995)	Drama
923	Raise the Red Lantern (1991)	Drama
924	White Squall (1996)	Aksiyon
925	Unforgettable (1996)	Drama
926	Down Periscope (1996)	Komedi
927	The Flower of My Secret (1995)	Drama
928	The Craft (1996)	Drama
929	Harriet the Spy (1996)	Aile
930	Chain Reaction (1996)	Aksiyon
931	The Island of Dr Moreau (1996)	Bilim Kurgu
932	First Kid (1996)	Komedi
933	The Funeral (1996)	Suç
934	The Preachers Wife (1996)	Drama
935	Paradise Road (1997)	Drama
936	Brassed Off (1996)	Drama
937	A Thousand Acres (1997)	Drama
938	A Smile Like Yours (1997)	Komedi
939	Murder in the First (1995)	Drama
940	Airheads (1994)	Müzikal
941	With Honors (1994)	Drama
942	Whats Love Got to Do with It (1993)	Drama
943	Killing Zoe (1994)	Suç
944	Renaissance Man (1994)	Komedi
945	Charade (1963)	Gizem
946	The Fox and the Hound (1981)	Animasyon
947	The Big Blue (1988)	Aksiyon
948	Booty Call (1997)	Komedi
949	How to Make an American Quilt (1995)	Drama
950	Georgia (1995)	Drama
951	The Indian in the Cupboard (1995)	Aile
952	Blue in the Face (1995)	Komedi
953	Unstrung Heroes (1995)	Drama
954	Unzipped (1995)	Belgesel
955	Before Sunrise (1995)	Drama
956	Nobodys Fool (1994)	Drama
957	Pushing Hands (1992)	Drama
958	To Live (1994)	Drama
959	Dazed and Confused (1993)	Komedi
960	Naked (1993)	Drama
961	Orlando (1993)	Drama
962	Ruby in Paradise (1993)	Drama
963	Some Folks Call It a Sling Blade (1993)	Drama
964	A Month by the Lake (1995)	Romantik
965	Funny Face (1957)	Komedi
966	An Affair to Remember (1957)	Drama
967	Little Lord Fauntleroy (1936)	Drama
968	The Inspector General (1949)	Komedi
969	Winnie the Pooh and the Blustery Day (1968)	Animasyon
970	Hear My Song (1991)	Biyografi
971	Mediterraneo (1991)	Komedi
972	Passion Fish (1992)	Drama
973	Grateful Dead (1995)	Belgesel
974	Eye for an Eye (1996)	Suç
975	Fear (1996)	Drama
976	Solo (1996)	Aksiyon
977	The Substitute (1996)	Aksiyon
978	Heavens Prisoners (1996)	Suç
979	The Trigger Effect (1996)	Drama
980	Mother Night (1996)	Drama
981	Dangerous Ground (1997)	Aksiyon
982	Maximum Risk (1996)	Aksiyon
983	The Rich Mans Wife (1996)	Drama
984	Shadow Conspiracy (1997)	Aksiyon
985	Blood & Wine (1997)	Drama
986	Turbulence (1997)	Aksiyon
987	Underworld (1997)	Aksiyon
988	The Beautician and the Beast (1997)	Komedi
989	Cats Dont Dance (1997)	Animasyon
990	Anna Karenina (1997)	Drama
991	Keys to Tulsa (1997)	Suç
992	Head Above Water (1996)	Komedi
993	Hercules (1997)	Animasyon
994	The Last Time I Committed Suicide (1997)	Drama
995	Guido Kiss Me (1997)	Komedi
996	The Big Green (1995)	Komedi
997	Stuart Saves His Family (1995)	Komedi
998	Cabin Boy (1994)	Komedi
999	Clean Slate (1994)	Komedi
1000	Lightning Jack (1994)	Aksiyon
1001	The Stupids (1996)	Komedi
1002	The Pest (1997)	Komedi
1003	That Darn Cat (1997)	Komedi
1004	Geronimo An American Legend (1993)	Drama
1005	The Double Life of Veronique (1991)	Drama
1006	Until the End of the World (1991)	Drama
1007	Waiting for Guffman (1996)	Komedi
1008	I Shot Andy Warhol (1996)	Biyografi
1009	Stealing Beauty (1996)	Drama
1010	Basquiat (1996)	Biyografi
1011	2 Days in the Valley (1996)	Suç
1012	Private Parts (1997)	Biyografi
1013	Anaconda (1997)	Aksiyon
1014	Romy and Micheles High School Reunion (1997)	Komedi
1015	Shiloh (1997)	Drama
1016	Con Air (1997)	Aksiyon
1017	Trees Lounge (1996)	Drama
1018	Tie Me Up Tie Me Down (1990)	Drama
1019	The Killer (1989)	Aksiyon
1020	Gaslight (1944)	Drama
1021	812 (1963)	Drama
1022	Fast Cheap & Out of Control (1997)	Belgesel
1023	Fathers Day (1997)	Komedi
1024	Mrs Dalloway (1997)	Drama
1025	Fire Down Below (1997)	Aksiyon
1026	The Lay of the Land (1997)	Drama
1027	The Shooter (1995)	Drama
1028	Grumpier Old Men (1995)	Komedi
1029	Jury Duty (1995)	Komedi
1030	The Beverly Hillbillies (1993)	Komedi
1031	Lassie (1994)	Drama
1032	Little Big League (1994)	Komedi
1033	Homeward Bound II Lost in San Francisco (1996)	Aile
1034	The Quest (1996)	Aksiyon
1035	Cool Runnings (1993)	Komedi
1036	Drop Dead Fred (1991)	Komedi
1037	Grease 2 (1982)	Drama
1038	Switchback (1997)	Suç
1039	Hamlet (1996)	Drama
1040	Two if by Sea (1996)	Aksiyon
1041	Forget Paris (1995)	Komedi
1042	Just Cause (1995)	Suç
1043	Rent-a-Kid (1995)	Komedi
1044	The Paper (1994)	Komedi
1045	Fearless (1993)	Drama
1046	Malice (1993)	Suç
1047	Multiplicity (1996)	Komedi
1048	Shes the One (1996)	Komedi
1049	House Arrest (1996)	Komedi
1050	The Ghost and Mrs Muir (1947)	Drama
1051	The Associate (1996)	Komedi
1052	Dracula Dead and Loving It (1995)	Komedi
1053	Now and Then (1995)	Drama
1054	Mr Wrong (1996)	Komedi
1055	A Simple Twist of Fate (1994)	Drama
1056	Cronos (1992)	Korku
1057	The Pallbearer (1996)	Komedi
1058	The War (1994)	Drama
1059	Dont Be a Menace to South Central While Drinking Your Juice in the Hood (1996)	Komedi
1060	The Adventures of Pinocchio (1996)	Fantastik
1061	The Evening Star (1996)	Drama
1062	Four Days in September (1997)	Drama
1063	A Little Princess (1995)	Drama
1064	Crossfire (1947)	Drama
1065	Koyaanisqatsi (1983)	Belgesel
1066	Balto (1995)	Animasyon
1067	Bottle Rocket (1996)	Komedi
1068	The Star Maker (1995)	Drama
1069	Amateur (1994)	Drama
1070	Living in Oblivion (1995)	Komedi
1071	Party Girl (1995)	Komedi
1072	A Pyromaniacs Love Story (1995)	Komedi
1073	Shallow Grave (1994)	Suç
1074	Reality Bites (1994)	Drama
1075	A Man of No Importance (1994)	Drama
1076	The Pagemaster (1994)	Animasyon
1077	Love and a 45 (1994)	Suç
1078	Oliver & Company (1988)	Animasyon
1079	Joes Apartment (1996)	Komedi
1080	Celestial Clockwork (1994)	Drama
1081	Curdled (1996)	Suç
1082	Female Perversions (1996)	Drama
1083	Albino Alligator (1996)	Suç
1084	Anne Frank Remembered (1995)	Belgesel
1085	Carried Away (1996)	Drama
1086	Its My Party (1995)	Drama
1087	Bloodsport 2 (1995)	Aksiyon
1088	Double Team (1997)	Aksiyon
1089	Speed 2 Cruise Control (1997)	Aksiyon
1090	Sliver (1993)	Drama
1091	Petes Dragon (1977)	Aile
1092	Dear God (1996)	Komedi
1093	Live Nude Girls (1995)	Drama
1094	A Thin Line Between Love and Hate (1996)	Komedi
1095	High School High (1996)	Komedi
1096	Commandments (1997)	Drama
1097	Hate (1995)	Drama
1098	Flirting With Disaster (1996)	Komedi
1099	Green Firecracker Red Firecracker (1994)	Drama
1100	What Happened Was (1994)	Drama
1101	Six Degrees of Separation (1993)	Drama
1102	Two Much (1996)	Romantik
1103	Trust (1990)	Drama
1104	Cest arriva pras de chez vous (1992)	Komedi
1105	Firestorm (1998)	Aksiyon
1106	The Newton Boys (1998)	Suç
1107	Beyond Rangoon (1995)	Drama
1108	Feast of July (1995)	Drama
1109	Death and the Maiden (1994)	Drama
1110	Tank Girl (1995)	Aksiyon
1111	Double Happiness (1994)	Drama
1112	Cobb (1994)	Biyografi
1113	Mrs Parker and the Vicious Circle (1994)	Biyografi
1114	Faithful (1996)	Suç
1115	Twelfth Night (1996)	Komedi
1116	The Mark of Zorro (1940)	Aksiyon
1117	Surviving Picasso (1996)	Drama
1118	Up in Smoke (1978)	Komedi
1119	Some Kind of Wonderful (1987)	Drama
1120	Im Not Rappaport (1996)	Komedi
1121	The Umbrellas of Cherbourg (1964)	Drama
1122	They Made Me a Criminal (1939)	Suç
1123	The Last Time I Saw Paris (1954)	Drama
1124	A Farewell to Arms (1932)	Romantik
1125	The Innocents (1961)	Korku
1126	The Old Man and the Sea (1958)	Drama
1127	The Truman Show (1998)	Drama
1128	Heidi Fleiss Hollywood Madam (1995)	Belgesel
1129	Chungking Express (1994)	Drama
1130	Jupiters Wife (1994)	Belgesel
1131	Safe (1995)	Drama
1132	Feeling Minnesota (1996)	Drama
1133	Escape to Witch Mountain (1975)	Aile
1134	Get on the Bus (1996)	Drama
1135	The Doors (1991)	Biyografi
1136	Ghosts of Mississippi (1996)	Drama
1137	Beautiful Thing (1996)	Drama
1138	Best Men (1997)	Aksiyon
1139	Hackers (1995)	Aksiyon
1140	The Road to Wellville (1994)	Komedi
1141	The War Room (1993)	Belgesel
1142	When We Were Kings (1996)	Belgesel
1143	Hard Eight (1996)	Suç
1144	The Quiet Room (1996)	Drama
1145	Blue Chips (1994)	Drama
1146	Calendar Girl (1993)	Komedi
1147	My Family (1995)	Drama
1148	Tom & Viv (1994)	Biyografi
1149	Walkabout (1971)	Drama
1150	Last Dance (1996)	Drama
1151	Original Gangstas (1996)	Aksiyon
1152	In Love and War (1996)	Drama
1153	Backbeat (1993)	Drama
1154	Alphaville (1965)	Drama
1155	Rendezvous in Paris (1995)	Drama
1156	Cyclo (1995)	Drama
1157	The Relic (1997)	Korku
1158	La Fille seule (1995)	Drama
1159	Stalker (1979)	Drama
1160	Love Valour Compassion (1997)	Drama
1161	Palookaville (1996)	Komedi
1162	Phat Beach (1996)	Komedi
1163	The Portrait of a Lady (1996)	Drama
1164	Zeus and Roxanne (1997)	Drama
1165	Big Bully (1996)	Komedi
1166	Love & Human Remains (1993)	Drama
1167	The Sum of Us (1994)	Drama
1168	Little Buddha (1993)	Drama
1169	Fresh (1994)	Suç
1170	Spanking the Monkey (1994)	Drama
1171	Wild Reeds (1994)	Drama
1172	The Women (1939)	Drama
1173	Bliss (1997)	Drama
1174	Caught (1996)	Drama
1175	Hugo Pool (1997)	Komedi
1176	Welcome To Sarajevo (1997)	Drama
1177	Dunston Checks In (1996)	Aile
1178	Major Payne (1994)	Komedi
1179	Man of the House (1995)	Komedi
1180	I Love Trouble (1994)	Aksiyon
1181	A Low Down Dirty Shame (1994)	Komedi
1182	Cops and Robbersons (1994)	Komedi
1183	The Cowboy Way (1994)	Aksiyon
1184	The Endless Summer 2 (1994)	Belgesel
1185	In the Army Now (1994)	Komedi
1186	The Inkwell (1994)	Drama
1187	Switchblade Sisters (1975)	Aksiyon
1188	Young Guns II (1990)	Aksiyon
1189	Prefontaine (1997)	Drama
1190	That Old Feeling (1997)	Komedi
1191	A Letter From Death Row (1998)	Drama
1192	The Boys of St Vincent (1993)	Drama
1193	Before the Rain (1994)	Drama
1194	Once Were Warriors (1994)	Drama
1195	Strawberry and Chocolate (1993)	Drama
1196	Savage Nights (1992)	Drama
1197	A Family Thing (1996)	Drama
1198	Purple Noon (1960)	Drama
1199	Cemetery Man (1994)	Komedi
1200	Kim (1950)	Drama
1201	Marlene Dietrich Shadow and Light (1996)	Belgesel
1202	Maybe Maybe Not (1994)	Komedi
1203	Top Hat (1935)	Komedi
1204	To Be or Not to Be (1942)	Komedi
1205	The Secret Agent (1996)	Drama
1206	Amos & Andrew (1993)	Komedi
1207	Jade (1995)	Suç
1208	Kiss of Death (1995)	Suç
1209	Mixed Nuts (1994)	Komedi
1210	Virtuosity (1995)	Aksiyon
1211	Blue Sky (1994)	Drama
1212	Flesh and Bone (1993)	Drama
1213	Guilty as Sin (1993)	Suç
1214	In the Realm of the Senses (1976)	Drama
1215	Barb Wire (1996)	Aksiyon
1216	Kissed (1996)	Drama
1217	Assassins (1995)	Aksiyon
1218	Friday (1995)	Komedi
1219	A Goofy Movie (1995)	Animasyon
1220	Higher Learning (1995)	Drama
1221	When a Man Loves a Woman (1994)	Drama
1222	Judgment Night (1993)	Aksiyon
1223	King of the Hill (1993)	Drama
1224	The Scout (1994)	Komedi
1225	Angus (1995)	Drama
1226	Night Falls on Manhattan (1997)	Drama
1227	An Awfully Big Adventure (1995)	Drama
1228	Under Siege 2 Dark Territory (1995)	Aksiyon
1229	Poison Ivy II (1995)	Drama
1230	Ready to Wear (1994)	Komedi
1231	Marked for Death (1990)	Aksiyon
1232	Madonna Truth or Dare (1991)	Belgesel
1233	Nanette et Boni (1996)	Drama
1234	Chairman of the Board (1998)	Komedi
1235	The Big Bang Theory (1994)	Drama
1236	Other Voices Other Rooms (1997)	Drama
1237	Twisted (1996)	Drama
1238	Full Speed (1996)	Aksiyon
1239	Cutthroat Island (1995)	Aksiyon
1240	Ghost in the Shell (1995)	Animasyon
1241	The Van (1996)	Drama
1242	The Old Lady Who Walked in the Sea (1991)	Komedi
1243	Night Flier (1997)	Korku
1244	Metro (1997)	Aksiyon
1245	Gridlockd (1997)	Suç
1246	Bushwhacked (1995)	Komedi
1247	Bad Girls (1994)	Aksiyon
1248	Blink (1994)	Drama
1249	For Love or Money (1993)	Komedi
1250	Best of the Best 3 No Turning Back (1995)	Aksiyon
1251	A Chef in Love (1996)	Drama
1252	Contempt (1963)	Drama
1253	The Tie That Binds (1995)	Drama
1254	Gone Fishin (1997)	Komedi
1255	Broken English (1996)	Drama
1256	The Designated Mourner (1997)	Drama
1257	The Designated Mourner (1997)	Drama
1258	Trial and Error (1997)	Komedi
1259	Pie in the Sky (1995)	Drama
1260	Total Eclipse (1995)	Drama
1261	The Run of the Country (1995)	Drama
1262	Walking and Talking (1996)	Komedi
1263	Foxfire (1996)	Drama
1264	Nothing to Lose (1994)	Aksiyon
1265	Star Maps (1997)	Drama
1266	Bread and Chocolate (1973)	Drama
1267	Clockers (1995)	Drama
1268	Bitter Moon (1992)	Drama
1269	Love in the Afternoon (1957)	Komedi
1270	Life with Mikey (1993)	Komedi
1271	North (1994)	Komedi
1272	Talking About Sex (1994)	Drama
1273	Color of Night (1994)	Drama
1274	Robocop 3 (1993)	Aksiyon
1275	Killer (1994)	Drama
1276	Sunset Park (1996)	Drama
1277	Set It Off (1996)	Aksiyon
1278	Selena (1997)	Biyografi
1279	Wild America (1997)	Aksiyon
1280	Gang Related (1997)	Suç
1281	Manny & Lo (1996)	Drama
1282	The Grass Harp (1995)	Drama
1283	Out to Sea (1997)	Komedi
1284	Before and After (1996)	Drama
1285	Princess Caraboo (1994)	Drama
1286	Shall We Dance? (1937)	Komedi
1287	Ed (1996)	Komedi
1288	Denise Calls Up (1995)	Komedi
1289	Jack and Sarah (1995)	Drama
1290	Country Life (1994)	Drama
1291	Celtic Pride (1996)	Komedi
1292	A Simple Wish (1997)	Fantastik
1293	Star Kid (1997)	Aksiyon
1294	Ayn Rand A Sense of Life (1997)	Belgesel
1295	Kicked in the Head (1997)	Komedi
1296	Indian Summer (1996)	Drama
1297	Love Affair (1994)	Drama
1298	The Band Wagon (1953)	Komedi
1299	Penny Serenade (1941)	Drama
1300	Til There Was You (1997)	Drama
1301	Stripes (1981)	Komedi
1302	Late Bloomers (1996)	Drama
1303	The Getaway (1994)	Aksiyon
1304	New York Cop (1996)	Suç
1305	National Lampoons Senior Trip (1995)	Komedi
1306	Delta of Venus (1994)	Drama
1307	Carmen Miranda Bananas Is My Business (1994)	Belgesel
1308	Babyfever (1994)	Komedi
1309	A Very Natural Thing (1974)	Drama
1310	A Walk in the Sun (1945)	Drama
1311	Waiting to Exhale (1995)	Drama
1312	The Pompatus of Love (1996)	Komedi
1313	Palmetto (1998)	Drama
1314	Surviving the Game (1994)	Aksiyon
1315	Inventing the Abbotts (1997)	Drama
1316	The Horse Whisperer (1998)	Drama
1317	The Journey of August King (1995)	Drama
1318	Catwalk (1995)	Belgesel
1319	The Neon Bible (1995)	Drama
1320	Homage (1995)	Drama
1321	Open Season (1996)	Drama
1322	Metisse (1993)	Komedi
1323	The Wooden Mans Bride (1994)	Drama
1324	Loaded (1994)	Drama
1325	August (1996)	Drama
1326	Boys (1996)	Drama
1327	Captives (1994)	Drama
1328	Of Love and Shadows (1994)	Drama
1329	The Low Life (1994)	Drama
1330	An Unforgettable Summer (1994)	Drama
1331	The Last Klezmer Leopold Kozlowski His Life and Music (1995)	Belgesel
1332	My Life and Times With Antonin Artaud (1993)	Drama
1333	Midnight Dancers (1994)	Drama
1334	Somebody to Love (1994)	Drama
1335	American Buffalo (1996)	Drama
1336	Kazaam (1996)	Fantastik
1337	Larger Than Life (1996)	Komedi
1338	Two Deaths (1995)	Drama
1339	Stefano Quantestorie (1993)	Drama
1340	The Crude Oasis (1995)	Drama
1341	Hedd Wyn (1992)	Drama
1342	The Convent (1995)	Drama
1343	Lotto Land (1995)	Drama
1344	The Story of Xinghua (1993)	Drama
1345	The Day the Sun Turned Cold (1994)	Drama
1346	Dingo (1992)	Drama
1347	The Ballad of Narayama (1958)	Drama
1348	Every Other Weekend (1990)	Drama
1349	Mille bolle blu (1993)	Drama
1350	Crows and Sparrows (1949)	Drama
1351	Lovers Knot (1996)	Drama
1352	Shadow of Angels (1976)	Drama
1353	1-900 (1994)	Drama
1354	Venice Venice (1992)	Drama
1355	Infinity (1996)	Drama
1356	Eds Next Move (1996)	Komedi
1357	For the Moment (1994)	Drama
1358	The Deadly Cure (1996)	Drama
1359	Boys in Venice (1996)	Drama
1360	The Sexual Life of the Belgians (1994)	Drama
1361	The Search for One-eye Jimmy (1996)	Komedi
1362	American Strays (1996)	Drama
1363	The Leopard Son (1996)	Belgesel
1364	Bird of Prey (1996)	Belgesel
1365	Johnny 100 Pesos (1993)	Drama
1366	JLG (1994)	Belgesel
1367	Faust (1994)	Drama
1368	Mina Tannenbaum (1994)	Drama
1369	The Forbidden Christ (1950)	Drama
1370	I Cant Sleep (1994)	Drama
1371	The Machine (1994)	Drama
1372	The Stranger (1994)	Drama
1373	Good Morning (1971)	Drama
1374	Falling in Love Again (1980)	Drama
1375	The Cement Garden (1993)	Drama
1376	Meet Wally Sparks (1997)	Komedi
1377	Hotel de Love (1996)	Komedi
1378	Rhyme & Reason (1997)	Belgesel
1379	Love and Other Catastrophes (1996)	Komedi
1380	Hollow Reed (1996)	Drama
1381	Losing Chase (1996)	Drama
1382	Le Bonheur (1965)	Drama
1383	The Second Jungle Book Mowgli & Baloo (1997)	Aksiyon
1384	Squeeze (1996)	Drama
1385	Roseannas Grave (1997)	Komedi
1386	Tetsuo II Body Hammer (1992)	Korku
1387	Fall (1997)	Drama
1388	Gabbeh (1996)	Drama
1389	Mondo (1996)	Drama
1390	The Innocent Sleep (1995)	Suç
1391	For Ever Mozart (1996)	Drama
1392	The Locusts (1997)	Aksiyon
1393	Stag (1997)	Komedi
1394	Swept from the Sea (1997)	Drama
1395	Hurricane Streets (1998)	Drama
1396	Stonewall (1995)	Drama
1397	Of Human Bondage (1934)	Drama
1398	Anna (1996)	Drama
1399	Stranger in the House (1997)	Suç
1400	Picture Bride (1995)	Drama
1401	M Butterfly (1993)	Drama
1402	Ciao Professore (1993)	Komedi
1403	Caro Diario (1994)	Drama
1404	Withnail and I (1987)	Drama
1405	Boys Life 2 (1997)	Drama
1406	When Night Is Falling (1995)	Drama
1407	The Specialist (1994)	Aksiyon
1408	Gordy (1995)	Komedi
1409	The Swan Princess (1994)	Animasyon
1410	Harlem (1993)	Drama
1411	Barbarella (1968)	Aksiyon
1412	Land Before Time III The Time of the Great Giving (1995)	Animasyon
1413	Street Fighter (1994)	Aksiyon
1414	Coldblooded (1995)	Suç
1415	The Next Karate Kid (1994)	Aksiyon
1416	No Escape (1994)	Aksiyon
1417	The Turning (1992)	Drama
1418	The Joy Luck Club (1993)	Drama
1419	Highlander III The Sorcerer (1994)	Fantastik
1420	Gilligans Island The Movie (1998)	Komedi
1421	My Crazy Life (1993)	Drama
1422	Suture (1993)	Suç
1423	The Walking Dead (1995)	Korku
1424	I Like It Like That (1994)	Drama
1425	Ill Do Anything (1994)	Drama
1426	Grace of My Heart (1996)	Drama
1427	Drunks (1995)	Drama
